PDBid,date,President,Total_Pgs,maps,Redaction_total
17061961,6/17/61,1,8,2,26
19061961,6/19/61,1,7,1,23
20061961,6/20/61,1,5,0,8
21061961,6/21/61,1,5,0,17
22061961,6/22/61,1,6,1,13
23061961,6/23/61,1,9,1,22
24061961,6/24/61,1,6,0,9
26061961,6/26/61,1,7,1,22
27061961,6/27/61,1,7,1,25
28061961,6/28/61,1,8,1,24
29061961,6/29/61,1,6,0,10
30061961,6/30/61,1,7,1,15
3071961,7/3/61,1,10,2,31
5071961,7/5/61,1,4,0,15
6071961,7/6/61,1,7,1,18
7071961,7/7/61,1,7,0,21
8071961,7/8/61,1,2,0,6
10071961,7/10/61,1,6,0,20
11071961,7/11/61,1,6,0,13
12071961,7/12/61,1,7,1,21
13071961,7/13/61,1,5,0,13
14071961,7/14/61,1,4,0,7
15071961,7/15/61,1,2,0,9
17071961,7/17/61,1,6,1,7
18071961,7/18/61,1,6,0,19
19071961,7/19/61,1,6,0,7
20071961,7/20/61,1,9,2,13
21071961,7/21/61,1,7,0,10
22071961,7/22/61,1,8,0,17
24071961,7/24/61,1,6,0,14
25071961,7/25/61,1,6,1,7
26071961,7/26/61,1,8,0,16
27071961,7/27/61,1,5,0,6
28071961,7/28/61,1,5,0,10
29071961,7/29/61,1,2,0,7
31071961,7/31/61,1,8,0,8
1081961,8/1/61,1,5,0,11
2081961,8/2/61,1,6,0,18
3081961,8/3/61,1,6,0,17
4081961,8/4/61,1,4,0,8
5081961,8/5/61,1,2,0,10
6081961,8/6/61,1,2,0,9
7081961,8/7/61,1,5,0,11
8081961,8/8/61,1,7,2,12
9081961,8/9/61,1,5,0,12
10081961,8/10/61,1,7,1,14
11081961,8/11/61,1,6,0,15
12081961,8/12/61,1,3,0,5
14081961,8/14/61,1,8,1,22
15081961,8/15/61,1,5,0,13
16081961,8/16/61,1,9,0,15
17081961,8/17/61,1,10,0,22
18081961,8/18/61,1,7,1,18
19081961,8/19/61,1,5,0,16
21081961,8/21/61,1,3,0,10
22081961,8/22/61,1,5,0,14
23081961,8/23/61,1,7,0,22
24081961,8/24/61,1,6,0,23
25081961,8/25/61,1,2,0,2
25081961,8/25/61,1,5,0,16
26081961,8/26/61,1,3,0,7
28081961,8/28/61,1,9,1,19
29081961,8/29/61,1,6,1,12
30081961,8/30/61,1,7,1,18
31081961,8/31/61,1,8,0,13
1091961,9/1/61,1,8,2,23
2091961,9/2/61,1,3,0,10
3091961,9/3/61,1,2,0,2
4091961,9/4/61,1,2,0,4
5091961,9/5/61,1,6,0,16
6091961,9/6/61,1,7,0,20
7091961,9/7/61,1,6,0,11
8091961,9/8/61,1,5,0,10
9091961,9/9/61,1,3,0,17
11091961,9/11/61,1,6,0,26
12091961,9/12/61,1,6,0,17
13091961,9/13/61,1,8,2,20
14091961,9/14/61,1,8,0,26
15091961,9/15/61,1,7,1,15
16091961,9/16/61,1,4,0,11
17091961,9/17/61,1,3,0,5
18091961,9/18/61,1,6,0,16
19091961,9/19/61,1,6,1,11
20091961,9/20/61,1,5,0,11
21091961,9/21/61,1,7,1,18
22091961,9/22/61,1,10,1,29
23091961,9/23/61,1,3,0,14
25091961,9/25/61,1,1,0,11
26091961,9/26/61,1,3,0,15
27091961,9/27/61,1,1,0,3
28091961,9/28/61,1,4,0,7
29091961,9/29/61,1,2,0,11
30091961,9/30/61,1,2,0,7
2101961,10/2/61,1,2,0,12
3101961,10/3/61,1,6,0,19
4101961,10/4/61,1,5,1,8
5101961,10/5/61,1,7,1,16
6101961,10/6/61,1,6,0,17
7101961,10/7/61,1,8,2,25
9101961,10/9/61,1,5,1,21
10101961,10/10/61,1,4,0,10
11101961,10/11/61,1,4,0,12
12101961,10/12/61,1,5,0,13
13101961,10/13/61,1,7,1,17
14101961,10/14/61,1,5,0,20
16101961,10/16/61,1,7,2,21
17101961,10/17/61,1,7,1,15
18101961,10/18/61,1,5,0,18
19101961,10/19/61,1,5,0,11
20101961,10/20/61,1,7,1,16
21101961,10/21/61,1,3,0,13
23101961,10/23/61,1,5,0,16
24101961,10/24/61,1,6,0,14
25101961,10/25/61,1,4,0,6
26101961,10/26/61,1,5,0,8
27101961,10/27/61,1,6,0,11
28101961,10/28/61,1,6,0,9
30101961,10/30/61,1,7,0,11
31101961,10/31/61,1,7,1,9
1111961,11/1/61,1,7,1,10
2111961,11/2/61,1,7,0,12
3111961,11/3/61,1,6,0,7
4111961,11/4/61,1,6,0,12
6111961,11/6/61,1,5,0,15
7111961,11/7/61,1,7,0,12
8111961,11/8/61,1,6,0,8
9111961,11/9/61,1,6,0,5
10111961,11/10/61,1,7,0,13
11111961,11/11/61,1,6,1,10
13111961,11/13/61,1,5,0,11
14111961,11/14/61,1,4,0,11
15111961,11/15/61,1,5,0,7
16111961,11/16/61,1,8,0,14
18111961,11/18/61,1,8,0,16
19111961,11/19/61,1,4,0,5
20111961,11/20/61,1,8,0,16
21111961,11/21/61,1,5,0,6
22111961,11/22/61,1,6,0,12
24111961,11/24/61,1,5,0,12
25111961,11/25/61,1,8,0,18
27111961,11/27/61,1,8,1,15
28111961,11/28/61,1,5,0,10
29111961,11/29/61,1,6,0,11
30111961,11/30/61,1,8,0,12
1121961,12/1/61,1,6,0,10
2121961,12/2/61,1,6,0,12
4121961,12/4/61,1,7,0,8
5121961,12/5/61,1,7,0,7
6121961,12/6/61,1,8,0,6
7121961,12/7/61,1,8,0,7
8121961,12/8/61,1,5,0,6
9121961,12/9/61,1,7,0,9
11121961,12/11/61,1,7,1,9
12121961,12/12/61,1,7,0,9
13121961,12/13/61,1,7,0,7
14121961,12/14/61,1,7,0,9
15121961,12/15/61,1,7,0,7
16121961,12/16/61,1,6,0,8
17121961,12/17/61,1,6,0,7
18121961,12/18/61,1,11,2,9
19121961,12/19/61,1,9,2,8
20121961,12/20/61,1,7,0,3
21121961,12/21/61,1,2,0,1
22121961,12/22/61,1,6,0,8
23121961,12/23/61,1,11,0,12
24121961,12/24/61,1,3,0,10
26121961,12/26/61,1,4,0,6
27121961,12/27/61,1,5,0,11
28121961,12/28/61,1,6,0,9
29121961,12/29/61,1,4,0,9
31121961,12/31/61,1,2,0,10
2011962,1/2/62,1,6,0,11
3011962,1/3/62,1,6,0,8
4011962,1/4/62,1,7,0,13
5011962,1/5/62,1,7,0,13
6011962,1/6/62,1,6,0,10
8011962,1/8/62,1,5,0,7
9011962,1/9/62,1,7,0,7
10011962,1/10/62,1,7,1,11
11011962,1/11/62,1,9,1,10
12011962,1/12/62,1,7,0,9
13011962,1/13/62,1,7,0,10
15011962,1/15/62,1,10,2,11
16011962,1/16/62,1,10,2,16
17011962,1/17/62,1,7,0,10
18011962,1/18/62,1,8,0,9
19011962,1/19/62,1,7,1,9
20011962,1/20/62,1,6,0,9
22011962,1/22/62,1,8,1,10
23011962,1/23/62,1,8,1,18
24011962,1/24/62,1,6,1,7
25011962,1/25/62,1,8,0,10
26011962,1/26/62,1,7,0,17
27011962,1/27/62,1,6,0,8
29011962,1/29/62,1,8,0,13
30011962,1/30/62,1,4,0,6
31011962,1/31/62,1,6,0,9
1021962,2/1/62,1,9,1,11
2021962,2/2/62,1,9,2,17
3021962,2/3/62,1,7,0,8
5021962,2/5/62,1,7,0,7
6021962,2/6/62,1,6,1,7
7021962,2/7/62,1,5,0,9
8021962,2/8/62,1,9,1,12
9021962,2/9/62,1,8,2,10
10021962,2/10/62,1,5,0,8
12021962,2/12/62,1,6,1,8
13021962,2/13/62,1,6,0,10
14021962,2/14/62,1,7,0,7
15021962,2/15/62,1,8,0,11
16021962,2/16/62,1,8,0,8
17021962,2/17/62,1,5,0,9
19021962,2/19/62,1,10,2,8
20021962,2/20/62,1,4,0,5
21021962,2/21/62,1,6,0,5
22021962,2/22/62,1,10,2,10
23021962,2/23/62,1,8,0,13
24021962,2/24/62,1,6,0,7
26021962,2/26/62,1,4,0,6
27021962,2/27/62,1,5,0,7
28021962,2/28/62,1,5,0,10
1031962,3/1/62,1,8,0,22
2031962,3/2/62,1,8,1,10
3031962,3/3/62,1,6,0,10
5031962,3/5/62,1,6,0,11
6031962,3/6/62,1,6,0,6
7031962,3/7/62,1,8,0,10
8031962,3/8/62,1,7,0,10
9031962,3/9/62,1,8,1,10
10031962,3/10/62,1,6,0,11
12031962,3/12/62,1,7,0,6
13031962,3/13/62,1,7,0,9
14031962,3/14/62,1,6,0,7
15031962,3/15/62,1,8,1,14
16031962,3/16/62,1,6,0,8
17031962,3/17/62,1,8,0,8
19031962,3/19/62,1,5,0,2
20031962,3/20/62,1,5,0,10
21031962,3/21/62,1,7,0,8
22031962,3/22/62,1,8,0,14
23031962,3/23/62,1,7,1,12
24031962,3/24/62,1,8,0,13
26031962,3/26/62,1,9,2,7
27031962,3/27/62,1,7,0,10
28031962,3/28/62,1,7,0,7
29031962,3/29/62,1,8,0,10
30031962,3/30/62,1,7,0,7
31031962,3/31/62,1,7,0,8
2041962,4/2/62,1,9,1,11
3041962,4/3/62,1,7,0,10
4041962,4/4/62,1,6,0,10
5041962,4/5/62,1,8,1,9
6041962,4/6/62,1,6,1,5
7041962,4/7/62,1,7,0,9
9041962,4/9/62,1,6,0,2
10041962,4/10/62,1,5,0,7
11041962,4/11/62,1,8,0,11
12041962,4/12/62,1,8,0,8
13041962,4/13/62,1,6,0,8
16041962,4/16/62,1,6,0,4
17041962,4/17/62,1,4,0,5
18041962,4/18/62,1,8,0,10
19041962,4/19/62,1,8,0,8
20041962,4/20/62,1,5,0,6
21041962,4/21/62,1,5,0,7
23041962,4/23/62,1,5,0,6
24041962,4/24/62,1,6,0,8
25041962,4/25/62,1,7,0,10
26041962,4/26/62,1,7,0,9
27041962,4/27/62,1,5,0,8
28041962,4/28/62,1,7,0,9
30041962,4/30/62,1,9,1,12
1051962,5/1/62,1,6,1,16
2051962,5/2/62,1,6,0,15
3051962,5/3/62,1,8,0,14
4051962,5/4/62,1,7,0,22
5051962,5/5/62,1,5,0,16
7051962,5/7/62,1,9,1,22
8051962,5/8/62,1,7,0,18
9051962,5/9/62,1,9,0,22
10051962,5/10/62,1,7,0,21
11051962,5/11/62,1,7,0,18
12051962,5/12/62,1,9,1,26
14051962,5/14/62,1,7,0,22
15051962,5/15/62,1,6,0,17
16051962,5/16/62,1,11,1,21
17051962,5/17/62,1,9,0,22
18051962,5/18/62,1,8,1,24
19051962,5/19/62,1,6,0,14
21051962,5/21/62,1,8,1,22
22051962,5/22/62,1,5,0,21
23051962,5/23/62,1,7,1,24
24051962,5/24/62,1,7,1,20
25051962,5/25/62,1,8,1,21
26051962,5/26/62,1,7,0,22
28051962,5/28/62,1,9,1,30
29051962,5/29/62,1,8,1,29
30051962,5/30/62,1,7,0,24
31051962,5/31/62,1,8,0,21
1061962,6/1/62,1,8,0,21
2061962,6/2/62,1,6,0,11
4061962,6/4/62,1,6,0,8
5061962,6/5/62,1,9,1,22
6061962,6/6/62,1,4,0,2
7061962,6/7/62,1,7,1,13
8061962,6/8/62,1,6,1,7
9061962,6/9/62,1,8,0,12
11061962,6/11/62,1,10,1,14
12061962,6/12/62,1,7,1,5
13061962,6/13/62,1,8,0,16
14061962,6/14/62,1,6,0,7
15061962,6/15/62,1,7,1,10
16061962,6/16/62,1,8,1,20
18061962,6/18/62,1,7,0,8
19061962,6/19/62,1,8,1,8
20061962,6/20/62,1,8,1,12
21061962,6/21/62,1,9,1,10
22061962,6/22/62,1,5,0,8
23061962,6/23/62,1,7,0,13
25061962,6/25/62,1,8,1,12
26061962,6/26/62,1,6,0,8
27061962,6/27/62,1,7,0,13
28061962,6/28/62,1,6,0,9
29061962,6/29/62,1,5,0,13
30061962,6/30/62,1,6,0,8
2071962,7/2/62,1,7,1,8
3071962,7/3/62,1,5,0,5
4071962,7/4/62,1,6,0,3
5071962,7/5/62,1,6,0,8
6071962,7/6/62,1,8,0,10
7071962,7/7/62,1,8,1,7
9071962,7/9/62,1,6,0,2
10071962,7/10/62,1,6,0,7
11071962,7/11/62,1,7,0,13
12071962,7/12/62,1,5,0,5
13071962,7/13/62,1,7,1,1
14071962,7/14/62,1,7,0,9
16071962,7/16/62,1,6,0,6
17071962,7/17/62,1,7,1,5
18071962,7/18/62,1,8,0,6
19071962,7/19/62,1,8,0,5
20071962,7/20/62,1,7,0,12
21071962,7/21/62,1,7,0,6
23071962,7/23/62,1,6,0,2
24071962,7/24/62,1,7,0,8
25071962,7/25/62,1,6,1,3
26071962,7/26/62,1,8,0,17
27071962,7/27/62,1,6,1,6
28071962,7/28/62,1,6,0,7
30071962,7/30/62,1,4,0,5
31071962,7/31/62,1,6,1,3
1081962,8/1/62,1,7,1,9
2081962,8/2/62,1,6,0,13
3081962,8/3/62,1,3,0,5
4081962,8/4/62,1,6,0,7
6081962,8/6/62,1,5,0,3
7081962,8/7/62,1,3,0,3
8081962,8/8/62,1,4,0,5
9081962,8/9/62,1,6,0,5
10081962,8/10/62,1,5,0,8
11081962,8/11/62,1,5,0,7
13081962,8/13/62,1,6,0,9
14081962,8/14/62,1,5,0,12
15081962,8/15/62,1,5,0,9
16081962,8/16/62,1,7,0,10
17081962,8/17/62,1,7,2,13
18081962,8/18/62,1,4,0,7
20081962,8/20/62,1,7,0,2
21081962,8/21/62,1,4,0,3
22081962,8/22/62,1,5,0,8
23081962,8/23/62,1,9,1,10
24081962,8/24/62,1,5,0,5
25081962,8/25/62,1,3,0,8
27081962,8/27/62,1,5,0,4
28081962,8/28/62,1,6,0,7
29081962,8/29/62,1,7,0,12
30081962,8/30/62,1,10,1,11
31081962,8/31/62,1,5,0,6
1091962,9/1/62,1,6,0,18
4091962,9/4/62,1,6,0,4
5091962,9/5/62,1,6,0,9
6091962,9/6/62,1,5,1,4
7091962,9/7/62,1,5,0,2
8091962,9/8/62,1,6,0,13
10091962,9/10/62,1,5,1,5
11091962,9/11/62,1,8,1,6
12091962,9/12/62,1,8,1,13
13091962,9/13/62,1,6,1,8
14091962,9/14/62,1,9,0,12
15091962,9/15/62,1,7,0,17
17091962,9/17/62,1,5,0,10
18091962,9/18/62,1,6,0,15
19091962,9/19/62,1,6,0,10
20091962,9/20/62,1,8,0,13
21091962,9/21/62,1,9,0,21
22091962,9/22/62,1,6,0,12
24091962,9/24/62,1,4,0,22
25091962,9/25/62,1,8,0,11
26091962,9/26/62,1,8,0,19
27091962,9/27/62,1,10,0,13
28091962,9/28/62,1,12,3,22
29091962,9/29/62,1,8,0,19
1101962,10/1/62,1,9,1,15
2101962,10/2/62,1,7,1,4
3101962,10/3/62,1,5,0,8
4101962,10/4/62,1,9,1,14
5101962,10/5/62,1,10,1,13
6101962,10/6/62,1,7,0,21
8101962,10/8/62,1,8,1,17
9101962,10/9/62,1,7,0,12
10101962,10/10/62,1,9,1,12
11101962,10/11/62,1,19,3,22
12101962,10/12/62,1,9,0,12
13101962,10/13/62,1,7,0,9
15101962,10/15/62,1,8,0,20
16101962,10/16/62,1,9,1,17
17101962,10/17/62,1,7,1,8
18101962,10/18/62,1,11,2,15
19101962,10/19/62,1,6,1,10
20101962,10/20/62,1,7,0,8
22101962,10/22/62,1,9,2,11
23101962,10/23/62,1,8,0,9
24101962,10/24/62,1,11,1,11
25101962,10/25/62,1,11,1,11
26101962,10/26/62,1,12,2,11
27101962,10/27/62,1,11,1,13
29101962,10/29/62,1,12,1,8
30101962,10/30/62,1,10,2,19
31101962,10/31/62,1,11,0,8
1111962,11/1/62,1,10,0,11
2111962,11/2/62,1,13,0,19
3111962,11/3/62,1,8,0,12
4111962,11/4/62,1,14,0,23
5111962,11/5/62,1,10,1,13
6111962,11/6/62,1,9,0,15
7111962,11/7/62,1,12,0,18
8111962,11/8/62,1,8,0,11
9111962,11/9/62,1,13,2,11
10111962,11/10/62,1,12,1,12
11111962,11/11/62,1,8,0,8
12111962,11/12/62,1,12,1,28
13111962,11/13/62,1,13,2,15
14111962,11/14/62,1,11,0,13
15111962,11/15/62,1,7,0,10
16111962,11/16/62,1,9,0,12
17111962,11/17/62,1,11,1,13
19111962,11/19/62,1,9,1,13
20111962,11/20/62,1,10,1,11
21111962,11/21/62,1,11,1,11
23111962,11/23/62,1,4,0,8
24111962,11/24/62,1,7,0,10
26111962,11/26/62,1,13,1,14
27111962,11/27/62,1,7,0,11
28111962,11/28/62,1,8,0,8
29111962,11/29/62,1,7,0,12
30111962,11/30/62,1,11,0,22
1121962,12/1/62,1,9,0,12
3121962,12/3/62,1,12,0,11
4121962,12/4/62,1,5,0,10
5121962,12/5/62,1,12,1,17
6121962,12/6/62,1,7,0,22
7121962,12/7/62,1,7,0,7
8121962,12/8/62,1,9,0,13
10121962,12/10/62,1,8,2,7
11121962,12/11/62,1,9,1,9
12121962,12/12/62,1,9,1,11
13121962,12/13/62,1,6,0,7
14121962,12/14/62,1,5,0,6
15121962,12/15/62,1,8,0,11
17121962,12/17/62,1,10,0,10
18121962,12/18/62,1,8,0,9
19121962,12/19/62,1,9,0,13
20121962,12/20/62,1,7,0,7
21121962,12/21/62,1,9,0,16
22121962,12/22/62,1,7,0,10
24121962,12/24/62,1,8,0,8
26121962,12/26/62,1,7,0,11
27121962,12/27/62,1,5,0,4
28121962,12/28/62,1,9,0,11
29121962,12/29/62,1,11,0,21
31121962,12/31/62,1,10,0,20
2011963,1/2/63,1,7,0,8
3011963,1/3/63,1,12,0,24
4011963,1/4/63,1,7,0,17
5011963,1/5/63,1,10,0,16
7011963,1/7/63,1,9,0,14
8011963,1/8/63,1,7,0,14
9011963,1/9/63,1,7,0,7
10011963,1/10/63,1,11,1,14
11011963,1/11/63,1,8,0,15
12011963,1/12/63,1,10,1,16
14011963,1/14/63,1,11,2,15
15011963,1/15/63,1,8,0,16
16011963,1/16/63,1,7,0,4
17011963,1/17/63,1,9,0,13
18011963,1/18/63,1,10,1,9
19011963,1/19/63,1,9,0,11
21011963,1/21/63,1,7,0,7
22011963,1/22/63,1,7,0,10
23011963,1/23/63,1,9,0,8
24011963,1/24/63,1,7,0,10
25011963,1/25/63,1,7,0,7
26011963,1/26/63,1,7,0,8
28011963,1/28/63,1,7,0,7
29011963,1/29/63,1,8,0,8
30011963,1/30/63,1,7,1,14
31011963,1/31/63,1,9,0,15
1021963,2/1/63,1,12,1,22
2021963,2/2/63,1,10,0,11
4021963,2/4/63,1,7,0,7
5021963,2/5/63,1,7,0,8
6021963,2/6/63,1,7,0,12
7021963,2/7/63,1,11,1,22
8021963,2/8/63,1,9,0,16
9021963,2/9/63,1,9,0,20
11021963,2/11/63,1,10,0,18
12021963,2/12/63,1,7,0,9
13021963,2/13/63,1,9,0,16
14021963,2/14/63,1,9,0,10
15021963,2/15/63,1,9,0,16
16021963,2/16/63,1,8,1,9
18021963,2/18/63,1,7,0,6
19021963,2/19/63,1,6,0,10
20021963,2/20/63,1,8,0,11
21021963,2/21/63,1,9,0,14
22021963,2/22/63,1,11,0,24
23021963,2/23/63,1,7,0,17
25021963,2/25/63,1,9,0,7
26021963,2/26/63,1,7,0,4
27021963,2/27/63,1,7,0,14
28021963,2/28/63,1,5,0,8
1031963,3/1/63,1,9,0,10
2031963,3/2/63,1,9,0,18
4031963,3/4/63,1,8,0,13
5031963,3/5/63,1,6,0,14
6031963,3/6/63,1,6,0,11
7031963,3/7/63,1,10,0,10
8031963,3/8/63,1,10,0,14
9031963,3/9/63,1,10,0,17
11031963,3/11/63,1,8,0,7
12031963,3/12/63,1,5,0,4
13031963,3/13/63,1,8,0,11
14031963,3/14/63,1,8,0,13
15031963,3/15/63,1,12,0,16
16031963,3/16/63,1,6,0,13
17031963,3/17/63,1,5,0,8
18031963,3/18/63,1,8,0,20
19031963,3/19/63,1,8,0,23
20031963,3/20/63,1,9,0,14
21031963,3/21/63,1,9,0,9
22031963,3/22/63,1,6,0,11
23031963,3/23/63,1,8,0,4
24031963,3/24/63,1,8,0,22
25031963,3/25/63,1,11,0,12
26031963,3/26/63,1,7,0,11
27031963,3/27/63,1,11,1,25
28031963,3/28/63,1,7,0,4
29031963,3/29/63,1,11,0,10
30031963,3/30/63,1,7,0,8
1041963,4/1/63,1,7,0,8
2041963,4/2/63,1,8,0,10
3041963,4/3/63,1,9,0,11
4041963,4/4/63,1,9,0,16
5041963,4/5/63,1,8,0,11
6041963,4/6/63,1,9,0,13
8041963,4/8/63,1,6,0,11
9041963,4/9/63,1,9,1,12
10041963,4/10/63,1,9,0,19
11041963,4/11/63,1,7,0,14
12041963,4/12/63,1,6,0,12
13041963,4/13/63,1,9,0,20
15041963,4/15/63,1,6,0,11
16041963,4/16/63,1,6,0,9
17041963,4/17/63,1,8,0,15
18041963,4/18/63,1,10,0,22
19041963,4/19/63,1,9,0,8
20041963,4/20/63,1,10,0,16
22041963,4/22/63,1,9,1,14
23041963,4/23/63,1,8,1,13
24041963,4/24/63,1,7,0,7
25041963,4/25/63,1,15,1,17
26041963,4/26/63,1,13,1,19
27041963,4/27/63,1,11,1,18
29041963,4/29/63,1,10,2,16
30041963,4/30/63,1,12,1,20
1051963,5/1/63,1,10,0,11
2051963,5/2/63,1,10,0,17
3051963,5/3/63,1,9,0,15
4051963,5/4/63,1,13,0,21
6051963,5/6/63,1,16,1,23
7051963,5/7/63,1,8,0,6
8051963,5/8/63,1,9,0,11
9051963,5/9/63,1,8,0,10
10051963,5/10/63,1,8,0,8
11051963,5/11/63,1,6,0,6
13051963,5/13/63,1,7,0,7
14051963,5/14/63,1,7,0,16
15051963,5/15/63,1,11,1,12
16051963,5/16/63,1,9,0,15
17051963,5/17/63,1,6,0,9
18051963,5/18/63,1,8,0,13
20051963,5/20/63,1,6,0,6
21051963,5/21/63,1,11,2,21
22051963,5/22/63,1,13,2,27
23051963,5/23/63,1,6,0,7
24051963,5/24/63,1,8,0,20
25051963,5/25/63,1,12,1,15
27051963,5/27/63,1,10,1,15
28051963,5/28/63,1,7,0,11
29051963,5/29/63,1,6,0,8
31051963,5/31/63,1,8,0,12
1061963,6/1/63,1,8,1,11
3061963,6/3/63,1,9,0,10
4061963,6/4/63,1,9,0,13
5061963,6/5/63,1,8,0,7
6061963,6/6/63,1,8,0,8
8061963,6/8/63,1,8,0,10
10061963,6/10/63,1,8,2,8
11061963,6/11/63,1,8,0,12
12061963,6/12/63,1,7,0,8
13061963,6/13/63,1,7,0,8
14061963,6/14/63,1,8,0,12
15061963,6/15/63,1,7,1,9
17061963,6/17/63,1,11,1,6
18061963,6/18/63,1,7,0,5
19061963,6/19/63,1,9,0,9
20061963,6/20/63,1,9,0,17
21061963,6/21/63,1,9,1,7
22061963,6/22/63,1,11,1,12
23061963,6/23/63,1,1,0,3
24061963,6/24/63,1,5,0,7
25061963,6/25/63,1,11,0,19
26061963,6/26/63,1,7,0,10
27061963,6/27/63,1,7,0,8
28061963,6/28/63,1,7,0,16
29061963,6/29/63,1,6,0,7
30061963,6/30/63,1,6,0,7
1071963,7/1/63,1,6,0,18
2071963,7/2/63,1,5,0,7
3071963,7/3/63,1,9,0,4
4071963,7/4/63,1,6,0,4
5071963,7/5/63,1,5,0,6
6071963,7/6/63,1,6,0,6
8071963,7/8/63,1,7,0,5
9071963,7/9/63,1,6,0,5
10071963,7/10/63,1,4,0,4
11071963,7/11/63,1,5,0,7
12071963,7/12/63,1,7,0,12
13071963,7/13/63,1,7,0,11
15071963,7/15/63,1,7,0,17
16071963,7/16/63,1,5,0,4
17071963,7/17/63,1,7,0,11
18071963,7/18/63,1,6,0,8
19071963,7/19/63,1,7,0,8
20071963,7/20/63,1,5,0,6
22071963,7/22/63,1,9,0,32
23071963,7/23/63,1,9,0,13
24071963,7/24/63,1,24,0,19
25071963,7/25/63,1,6,0,10
26071963,7/26/63,1,7,0,7
27071963,7/27/63,1,6,0,9
29071963,7/29/63,1,6,0,6
30071963,7/30/63,1,7,0,8
31071963,7/31/63,1,9,0,8
1081963,8/1/63,1,9,0,13
2081963,8/2/63,1,9,0,14
3081963,8/3/63,1,6,0,12
5081963,8/5/63,1,8,0,6
6081963,8/6/63,1,7,1,12
7081963,8/7/63,1,8,1,7
8081963,8/8/63,1,6,0,9
9081963,8/9/63,1,6,0,9
10081963,8/10/63,1,5,0,14
12081963,8/12/63,1,7,0,8
13081963,8/13/63,1,5,0,2
14081963,8/14/63,1,6,0,30
15081963,8/15/63,1,8,0,8
16081963,8/16/63,1,9,0,12
17081963,8/17/63,1,7,0,13
19081963,8/19/63,1,9,1,8
20081963,8/20/63,1,6,0,10
21081963,8/21/63,1,8,0,10
22081963,8/22/63,1,9,0,9
23081963,8/23/63,1,8,0,12
24081963,8/24/63,1,5,0,5
26081963,8/26/63,1,8,0,16
27081963,8/27/63,1,7,0,4
28081963,8/28/63,1,7,0,16
29081963,8/29/63,1,8,0,8
30081963,8/30/63,1,6,0,10
31081963,8/31/63,1,7,0,15
2091963,9/2/63,1,6,0,15
3091963,9/3/63,1,6,1,11
4091963,9/4/63,1,4,0,7
5091963,9/5/63,1,7,0,9
6091963,9/6/63,1,7,0,4
7091963,9/7/63,1,4,0,8
9091963,9/9/63,1,6,0,3
10091963,9/10/63,1,7,0,12
11091963,9/11/63,1,8,0,10
12091963,9/12/63,1,8,0,11
13091963,9/13/63,1,7,0,13
14091963,9/14/63,1,8,0,13
16091963,9/16/63,1,9,0,5
17091963,9/17/63,1,6,0,6
18091963,9/18/63,1,9,0,12
19091963,9/19/63,1,7,0,8
20091963,9/20/63,1,6,0,10
21091963,9/21/63,1,7,0,15
23091963,9/23/63,1,8,0,6
24091963,9/24/63,1,9,1,8
25091963,9/25/63,1,5,0,10
26091963,9/26/63,1,6,0,8
27091963,9/27/63,1,5,0,6
28091963,9/28/63,1,5,0,8
30091963,9/30/63,1,10,0,18
1101963,10/1/63,1,9,1,11
2101963,10/2/63,1,9,1,13
3101963,10/3/63,1,7,0,8
4101963,10/4/63,1,11,2,15
5101963,10/5/63,1,7,1,9
7101963,10/7/63,1,8,0,15
8101963,10/8/63,1,6,0,13
9101963,10/9/63,1,8,0,13
10101963,10/10/63,1,7,0,11
11101963,10/11/63,1,7,0,11
12101963,10/12/63,1,7,1,11
14101963,10/14/63,1,10,2,14
15101963,10/15/63,1,9,1,11
16101963,10/16/63,1,10,1,18
17101963,10/17/63,1,9,1,12
18101963,10/18/63,1,12,1,10
19101963,10/19/63,1,6,1,9
21101963,10/21/63,1,8,1,12
22101963,10/22/63,1,13,2,28
23101963,10/23/63,1,8,0,14
24101963,10/24/63,1,8,1,10
25101963,10/25/63,1,9,1,14
26101963,10/26/63,1,8,0,11
28101963,10/28/63,1,7,0,12
29101963,10/29/63,1,7,1,4
30101963,10/30/63,1,9,1,15
31101963,10/31/63,1,8,0,3
1111963,11/1/63,1,11,0,16
2111963,11/2/63,1,12,1,15
4111963,11/4/63,1,10,1,14
5111963,11/5/63,1,9,0,9
6111963,11/6/63,1,6,0,4
7111963,11/7/63,1,13,1,17
8111963,11/8/63,1,12,0,40
9111963,11/9/63,1,9,0,21
11111963,11/11/63,1,7,0,7
12111963,11/12/63,1,6,0,5
13111963,11/13/63,1,9,2,13
14111963,11/14/63,1,10,0,5
15111963,11/15/63,1,9,0,21
16111963,11/16/63,1,7,0,11
18111963,11/18/63,1,8,0,10
19111963,11/19/63,1,8,0,8
20111963,11/20/63,1,9,0,18
21111963,11/21/63,1,9,0,10
22111963,11/22/63,1,4,0,6
23111963,11/23/63,2,15,2,21
24111963,11/24/63,2,10,2,8
25111963,11/25/63,2,11,3,13
26111963,11/26/63,2,11,0,17
27111963,11/27/63,2,16,2,21
28111963,11/28/63,2,14,3,20
29111963,11/29/63,2,10,0,7
30111963,11/30/63,2,9,0,10
2121963,12/2/63,2,7,0,10
3121963,12/3/63,2,12,1,16
4121963,12/4/63,2,12,1,10
5121963,12/5/63,2,12,0,11
6121963,12/6/63,2,7,2,6
7121963,12/7/63,2,9,0,18
