PDBid,date,President,Total_Pgs,maps,Redaction_total
31071968,7/31/68,2,11,0,7
1081968,8/1/68,2,10,0,6
2081968,8/2/68,2,9,0,6
3081968,8/3/68,2,10,0,5
5081968,8/5/68,2,9,0,4
6081968,8/6/68,2,8,0,3
7081968,8/7/68,2,8,0,5
8081968,8/8/68,2,9,0,8
9081968,8/9/68,2,10,0,6
10081968,8/10/68,2,11,0,5
12081968,8/12/68,2,12,1,9
13081968,8/13/68,2,11,0,4
14081968,8/14/68,2,11,0,6
15081968,8/15/68,2,10,0,10
16081968,8/16/68,2,12,0,11
17081968,8/17/68,2,11,0,7
19081968,8/19/68,2,9,0,5
20081968,8/20/68,2,9,0,5
21081968,8/21/68,2,9,0,5
22081968,8/22/68,2,12,0,8
23081968,8/23/68,2,10,0,8
24081968,8/24/68,2,11,1,4
26081968,8/26/68,2,9,0,5
27081968,8/27/68,2,8,0,6
28081968,8/28/68,2,11,0,7
29081968,8/29/68,2,11,0,7
30081968,8/30/68,2,11,0,7
31081968,8/31/68,2,12,0,8
2091968,9/2/68,2,10,0,11
3091968,9/3/68,2,10,0,6
4091968,9/4/68,2,12,0,13
5091968,9/5/68,2,9,0,11
6091968,9/6/68,2,11,0,15
7091968,9/7/68,2,9,0,10
9091968,9/9/68,2,9,0,7
10091968,9/10/68,2,11,0,20
11091968,9/11/68,2,11,0,9
12091968,9/12/68,2,11,0,15
13091968,9/13/68,2,10,0,12
14091968,9/14/68,2,11,0,19
16091968,9/16/68,2,10,0,9
17091968,9/17/68,2,10,0,13
18091968,9/18/68,2,9,0,8
19091968,9/19/68,2,9,0,8
20091968,9/20/68,2,11,0,14
21091968,9/21/68,2,8,0,4
23091968,9/23/68,2,8,0,6
24091968,9/24/68,2,9,0,11
25091968,9/25/68,2,9,0,11
26091968,9/26/68,2,9,0,7
27091968,9/27/68,2,9,0,10
28091968,9/28/68,2,10,0,7
30091968,9/30/68,2,10,0,11
1101968,10/1/68,2,9,0,8
2101968,10/2/68,2,8,0,10
3101968,10/3/68,2,12,0,12
4101968,10/4/68,2,10,0,9
5101968,10/5/68,2,12,0,9
7101968,10/7/68,2,10,0,7
8101968,10/8/68,2,10,0,9
9101968,10/9/68,2,11,0,9
10101968,10/10/68,2,11,0,10
11101968,10/11/68,2,11,0,16
12101968,10/12/68,2,12,0,11
14101968,10/14/68,2,9,0,7
15101968,10/15/68,2,11,0,13
16101968,10/16/68,2,10,0,6
17101968,10/17/68,2,10,0,7
18101968,10/18/68,2,10,0,9
19101968,10/19/68,2,15,1,14
21101968,10/21/68,2,10,0,7
22101968,10/22/68,2,9,0,10
23101968,10/23/68,2,10,0,8
24101968,10/24/68,2,11,0,17
25101968,10/25/68,2,11,0,11
26101968,10/26/68,2,10,0,12
28101968,10/28/68,2,11,0,9
29101968,10/29/68,2,9,0,12
30101968,10/30/68,2,11,0,13
31101968,10/31/68,2,10,0,9
1111968,11/1/68,2,11,0,7
2111968,11/2/68,2,12,0,9
4111968,11/4/68,2,9,0,9
5111968,11/5/68,2,10,0,10
6111968,11/6/68,2,10,0,7
7111968,11/7/68,2,10,0,8
8111968,11/8/68,2,12,0,11
9111968,11/9/68,2,11,0,5
11111968,11/11/68,2,9,0,10
12111968,11/12/68,2,7,0,4
13111968,11/13/68,2,11,1,11
14111968,11/14/68,2,10,0,8
15111968,11/15/68,2,10,0,11
16111968,11/16/68,2,10,0,14
18111968,11/18/68,2,11,0,10
19111968,11/19/68,2,9,1,6
20111968,11/20/68,2,12,0,10
21111968,11/21/68,2,11,0,10
22111968,11/22/68,2,13,0,9
23111968,11/23/68,2,10,0,8
25111968,11/25/68,2,10,0,7
26111968,11/26/68,2,12,1,7
27111968,11/27/68,2,11,0,12
28111968,11/28/68,2,10,0,7
29111968,11/29/68,2,9,0,7
30111968,11/30/68,2,12,0,7
2121968,12/2/68,2,9,0,8
3121968,12/3/68,2,12,0,11
4121968,12/4/68,2,9,0,13
5121968,12/5/68,2,9,0,11
6121968,12/6/68,2,11,0,11
7121968,12/7/68,2,10,0,7
9121968,12/9/68,2,11,0,9
10121968,12/10/68,2,9,0,8
11121968,12/11/68,2,11,0,7
12121968,12/12/68,2,16,1,13
13121968,12/13/68,2,9,0,5
14121968,12/14/68,2,11,0,5
16121968,12/16/68,2,9,0,5
17121968,12/17/68,2,10,1,7
18121968,12/18/68,2,11,0,7
19121968,12/19/68,2,12,0,9
20121968,12/20/68,2,9,0,13
21121968,12/21/68,2,10,0,8
23121968,12/23/68,2,8,0,10
24121968,12/24/68,2,11,0,10
26121968,12/26/68,2,9,0,7
27121968,12/27/68,2,9,0,12
28121968,12/28/68,2,10,0,5
30121968,12/30/68,2,9,0,15
31121968,12/31/68,2,12,2,10
2011969,1/2/69,2,12,0,17
3011969,1/3/69,2,10,0,11
4011969,1/4/69,2,10,1,15
6011969,1/6/69,2,10,0,8
7011969,1/7/69,2,9,0,9
8011969,1/8/69,2,8,0,6
9011969,1/9/69,2,11,1,9
10011969,1/10/69,2,11,0,9
11011969,1/11/69,2,11,0,11
13011969,1/13/69,2,22,3,20
14011969,1/14/69,2,13,1,10
15011969,1/15/69,2,15,0,13
16011969,1/16/69,2,10,0,6
17011969,1/17/69,2,9,0,5
18011969,1/18/69,2,12,1,12
20011969,1/20/69,2,8,0,8
NA,1/21/69,3,22,0,13
NA,1/21/69,3,18,0,7
22011969,1/22/69,3,18,4,8
23011969,1/23/69,3,17,2,5
24011969,1/24/69,3,17,3,8
NA,1/27/69,3,16,0,3
NA,1/27/69,3,18,0,7
28011969,1/28/69,3,17,2,11
29011969,1/29/69,3,16,3,8
30011969,1/30/69,3,23,3,14
31011969,1/31/69,3,15,2,5
NA,2/3/69,3,9,0,1
NA,2/3/69,3,16,0,10
4021969,2/4/69,3,19,3,10
5021969,2/5/69,3,20,2,15
6021969,2/6/69,3,22,2,18
7021969,2/7/69,3,18,2,7
NA,2/10/69,3,11,0,10
NA,2/10/69,3,19,0,10
11021969,2/11/69,3,14,2,11
12021969,2/12/69,3,23,3,15
13021969,2/13/69,3,22,4,10
14021969,2/14/69,3,21,1,14
NA,2/17/69,3,14,0,7
NA,2/17/69,3,17,0,10
18021969,2/18/69,3,19,2,11
19021969,2/19/69,3,12,3,10
20021969,2/20/69,3,16,0,11
21021969,2/21/69,3,10,0,11
24021969,2/24/69,3,12,3,3
25021969,2/25/69,3,11,2,4
26021969,2/26/69,3,12,2,6
27021969,2/27/69,3,12,0,7
28021969,2/28/69,3,13,2,7
1031969,3/1/69,3,12,2,1
2031969,3/2/69,3,12,2,2
NA,3/3/69,3,10,0,3
NA,3/3/69,3,10,0,7
4031969,3/4/69,3,25,3,15
5031969,3/5/69,3,16,2,10
6031969,3/6/69,3,16,2,9
7031969,3/7/69,3,23,2,20
NA,3/10/69,3,11,0,5
NA,3/10/69,3,12,0,7
11031969,3/11/69,3,19,2,12
12031969,3/12/69,3,14,2,10
13031969,3/13/69,3,15,1,14
14031969,3/14/69,3,12,2,8
NA,3/17/69,3,8,0,5
NA,3/17/69,3,10,0,9
18031969,3/18/69,3,17,1,6
19031969,3/19/69,3,10,1,7
20031969,3/20/69,3,14,2,14
21031969,3/21/69,3,8,2,4
NA,3/24/69,3,9,0,3
NA,3/24/69,3,10,0,11
25031969,3/25/69,3,12,1,12
26031969,3/26/69,3,14,1,12
27031969,3/27/69,3,13,2,11
28031969,3/28/69,3,16,1,12
NA,3/31/69,3,9,0,8
NA,3/31/69,3,7,0,9
1041969,4/1/69,3,12,2,6
2041969,4/2/69,3,14,1,13
3041969,4/3/69,3,10,1,11
4041969,4/4/69,3,11,1,4
NA,4/7/69,3,6,0,4
NA,4/7/69,3,10,0,10
8041969,4/8/69,3,15,1,4
9041969,4/9/69,3,18,4,15
10041969,4/10/69,3,10,1,6
11041969,4/11/69,3,14,1,10
NA,4/14/69,3,11,0,11
NA,4/14/69,3,9,0,6
15041969,4/15/69,3,17,1,15
16041969,4/16/69,3,10,1,7
17041969,4/17/69,3,15,1,8
18041969,4/18/69,3,10,0,5
NA,4/21/69,3,8,0,5
NA,4/21/69,3,8,0,3
22041969,4/22/69,3,16,1,7
23041969,4/23/69,3,10,1,4
24041969,4/24/69,3,9,0,13
25041969,4/25/69,3,12,1,8
NA,4/28/69,3,8,0,2
NA,4/28/69,3,10,0,7
29041969,4/29/69,3,10,2,7
30041969,4/30/69,3,10,0,5
2051969,5/2/69,3,9,0,5
3051969,5/3/69,3,8,1,6
5051969,5/5/69,3,9,1,6
6051969,5/6/69,3,6,0,4
7051969,5/7/69,3,7,0,5
8051969,5/8/69,3,5,0,1
9051969,5/9/69,3,4,0,2
10051969,5/10/69,3,5,0,1
12051969,5/12/69,3,4,0,2
13051969,5/13/69,3,8,1,2
14051969,5/14/69,3,7,1,5
15051969,5/15/69,3,6,0,4
16051969,5/16/69,3,8,0,2
17051969,5/17/69,3,9,1,3
19051969,5/19/69,3,8,1,2
20051969,5/20/69,3,5,0,1
21051969,5/21/69,3,6,0,1
22051969,5/22/69,3,8,2,5
23051969,5/23/69,3,8,0,7
24051969,5/24/69,3,10,0,6
26051969,5/26/69,3,7,1,5
27051969,5/27/69,3,5,0,4
28051969,5/28/69,3,8,1,5
29051969,5/29/69,3,6,0,2
30051969,5/30/69,3,5,0,1
31051969,5/31/69,3,5,0,2
2061969,6/2/69,3,9,0,3
3061969,6/3/69,3,7,1,4
4061969,6/4/69,3,5,0,1
5061969,6/5/69,3,8,1,3
6061969,6/6/69,3,6,0,6
7061969,6/7/69,3,7,0,5
9061969,6/9/69,3,6,1,1
10061969,6/10/69,3,5,0,2
11061969,6/11/69,3,8,0,3
12061969,6/12/69,3,9,1,4
13061969,6/13/69,3,10,0,5
14061969,6/14/69,3,7,1,2
16061969,6/16/69,3,5,0,2
17061969,6/17/69,3,5,0,3
18061969,6/18/69,3,7,0,3
19061969,6/19/69,3,9,0,8
20061969,6/20/69,3,8,0,3
21061969,6/21/69,3,6,0,3
23061969,6/23/69,3,8,0,2
24061969,6/24/69,3,4,0,2
25061969,6/25/69,3,10,3,3
26061969,6/26/69,3,8,0,2
27061969,6/27/69,3,7,0,4
28061969,6/28/69,3,6,0,3
30061969,6/30/69,3,7,0,3
1071969,7/1/69,3,6,0,4
2071969,7/2/69,3,5,0,2
3071969,7/3/69,3,5,0,5
4071969,7/4/69,3,5,0,3
5071969,7/5/69,3,6,0,4
7071969,7/7/69,3,7,0,1
8071969,7/8/69,3,6,0,4
9071969,7/9/69,3,7,2,2
10071969,7/10/69,3,13,3,7
11071969,7/11/69,3,7,1,3
12071969,7/12/69,3,7,0,8
14071969,7/14/69,3,6,1,3
15071969,7/15/69,3,8,1,7
16071969,7/16/69,3,8,1,2
17071969,7/17/69,3,8,1,4
18071969,7/18/69,3,6,0,4
19071969,7/19/69,3,12,1,4
21071969,7/21/69,3,12,2,3
22071969,7/22/69,3,8,1,4
23071969,7/23/69,3,5,0,1
24071969,7/24/69,3,5,0,2
25071969,7/25/69,3,5,0,2
26071969,7/26/69,3,5,0,3
27071969,7/27/69,3,5,0,2
28071969,7/28/69,3,5,0,1
29071969,7/29/69,3,5,0,2
30071969,7/30/69,3,5,0,6
31071969,7/31/69,3,5,0,1
1081969,8/1/69,3,5,0,3
2081969,8/2/69,3,5,0,3
4081969,8/4/69,3,6,0,2
5081969,8/5/69,3,5,1,4
6081969,8/6/69,3,6,0,2
7081969,8/7/69,3,4,0,1
8081969,8/8/69,3,8,1,8
9081969,8/9/69,3,10,1,4
11081969,8/11/69,3,7,1,3
12081969,8/12/69,3,6,1,3
13081969,8/13/69,3,5,0,1
14081969,8/14/69,3,7,1,2
15081969,8/15/69,3,10,1,4
16081969,8/16/69,3,6,0,4
18081969,8/18/69,3,6,1,3
19081969,8/19/69,3,6,0,0
20081969,8/20/69,3,5,0,2
21081969,8/21/69,3,6,0,2
22081969,8/22/69,3,6,0,2
23081969,8/23/69,3,6,0,2
25081969,8/25/69,3,7,1,4
26081969,8/26/69,3,8,2,6
27081969,8/27/69,3,4,0,1
28081969,8/28/69,3,5,0,2
29081969,8/29/69,3,5,0,2
30081969,8/30/69,3,6,1,3
1091969,9/1/69,3,4,0,1
2091969,9/2/69,3,5,0,1
3091969,9/3/69,3,12,0,5
4091969,9/4/69,3,6,0,5
5091969,9/5/69,3,8,2,11
6091969,9/6/69,3,7,0,10
8091969,9/8/69,3,5,0,4
9091969,9/9/69,3,7,0,5
10091969,9/10/69,3,9,3,4
11091969,9/11/69,3,5,0,3
12091969,9/12/69,3,6,0,4
13091969,9/13/69,3,4,0,2
15091969,9/15/69,3,8,2,6
16091969,9/16/69,3,9,0,4
17091969,9/17/69,3,7,0,4
18091969,9/18/69,3,5,0,3
19091969,9/19/69,3,6,0,4
20091969,9/20/69,3,5,0,3
22091969,9/22/69,3,7,0,4
23091969,9/23/69,3,6,0,3
24091969,9/24/69,3,6,0,6
25091969,9/25/69,3,8,0,5
26091969,9/26/69,3,9,1,6
27091969,9/27/69,3,7,0,5
29091969,9/29/69,3,12,0,5
30091969,9/30/69,3,6,0,5
1101969,10/1/69,3,8,0,6
2101969,10/2/69,3,6,0,3
3101969,10/3/69,3,8,1,4
4101969,10/4/69,3,6,0,2
6101969,10/6/69,3,5,1,4
7101969,10/7/69,3,12,0,11
8101969,10/8/69,3,8,0,4
9101969,10/9/69,3,11,2,12
10101969,10/10/69,3,9,1,4
11101969,10/11/69,3,7,0,2
13101969,10/13/69,3,6,0,0
14101969,10/14/69,3,8,0,4
15101969,10/15/69,3,10,2,7
16101969,10/16/69,3,9,1,5
17101969,10/17/69,3,11,1,7
18101969,10/18/69,3,10,0,4
20101969,10/20/69,3,10,0,7
21101969,10/21/69,3,8,0,5
22101969,10/22/69,3,13,0,9
23101969,10/23/69,3,12,1,7
24101969,10/24/69,3,9,0,8
25101969,10/25/69,3,10,1,8
27101969,10/27/69,3,11,1,6
28101969,10/28/69,3,9,0,3
29101969,10/29/69,3,9,0,5
30101969,10/30/69,3,11,0,7
31101969,10/31/69,3,8,0,6
1111969,11/1/69,3,9,0,3
3111969,11/3/69,3,8,0,2
4111969,11/4/69,3,8,0,5
5111969,11/5/69,3,9,1,4
6111969,11/6/69,3,9,0,4
7111969,11/7/69,3,10,0,6
8111969,11/8/69,3,6,0,3
10111969,11/10/69,3,8,1,4
11111969,11/11/69,3,8,1,9
12111969,11/12/69,3,6,0,3
13111969,11/13/69,3,8,0,4
14111969,11/14/69,3,10,1,10
15111969,11/15/69,3,7,1,4
17111969,11/17/69,3,8,0,3
18111969,11/18/69,3,9,0,5
19111969,11/19/69,3,13,1,13
20111969,11/20/69,3,11,2,5
21111969,11/21/69,3,12,2,7
22111969,11/22/69,3,9,1,8
24111969,11/24/69,3,8,0,9
25111969,11/25/69,3,6,0,1
26111969,11/26/69,3,11,1,7
27111969,11/27/69,3,10,1,6
28111969,11/28/69,3,9,0,3
29111969,11/29/69,3,7,0,5
1121969,12/1/69,3,6,0,5
2121969,12/2/69,3,8,0,2
3121969,12/3/69,3,10,0,5
4121969,12/4/69,3,8,0,7
5121969,12/5/69,3,8,0,4
6121969,12/6/69,3,9,0,8
8121969,12/8/69,3,7,0,5
9121969,12/9/69,3,8,0,6
10121969,12/10/69,3,8,1,6
11121969,12/11/69,3,10,1,10
12121969,12/12/69,3,7,0,1
13121969,12/13/69,3,8,1,3
15121969,12/15/69,3,9,0,11
16121969,12/16/69,3,10,1,1
17121969,12/17/69,3,9,0,2
18121969,12/18/69,3,9,0,8
19121969,12/19/69,3,13,1,11
20121969,12/20/69,3,10,0,9
22121969,12/22/69,3,8,1,2
23121969,12/23/69,3,6,0,2
24121969,12/24/69,3,11,2,3
26121969,12/26/69,3,8,0,6
27121969,12/27/69,3,7,0,8
29121969,12/29/69,3,6,0,1
30121969,12/30/69,3,7,0,1
31121969,12/31/69,3,7,0,5
2011970,1/2/70,3,13,2,8
3011970,1/3/70,3,9,1,5
5011970,1/5/70,3,7,1,5
6011970,1/6/70,3,8,1,8
7011970,1/7/70,3,6,0,5
8011970,1/8/70,3,9,0,5
9011970,1/9/70,3,9,1,5
10011970,1/10/70,3,7,1,2
12011970,1/12/70,3,8,1,4
13011970,1/13/70,3,10,1,12
14011970,1/14/70,3,10,2,8
15011970,1/15/70,3,12,0,9
16011970,1/16/70,3,12,0,10
17011970,1/17/70,3,9,2,9
19011970,1/19/70,3,9,1,8
20011970,1/20/70,3,9,1,8
21011970,1/21/70,3,10,1,7
22011970,1/22/70,3,9,0,10
23011970,1/23/70,3,9,1,6
24011970,1/24/70,3,9,1,4
26011970,1/26/70,3,7,0,4
27011970,1/27/70,3,9,1,3
28011970,1/28/70,3,10,1,10
29011970,1/29/70,3,9,1,8
30011970,1/30/70,3,9,0,7
31011970,1/31/70,3,8,1,6
2021970,2/2/70,3,7,0,3
3021970,2/3/70,3,9,0,5
4021970,2/4/70,3,7,1,5
5021970,2/5/70,3,13,1,10
6021970,2/6/70,3,14,0,15
7021970,2/7/70,3,11,2,9
9021970,2/9/70,3,7,1,4
10021970,2/10/70,3,9,1,7
11021970,2/11/70,3,14,2,14
12021970,2/12/70,3,13,1,16
13021970,2/13/70,3,11,1,9
14021970,2/14/70,3,9,1,4
16021970,2/16/70,3,9,2,4
17021970,2/17/70,3,8,1,7
18021970,2/18/70,3,10,2,11
19021970,2/19/70,3,8,1,9
20021970,2/20/70,3,10,1,9
21021970,2/21/70,3,12,1,13
23021970,2/23/70,3,6,1,4
24021970,2/24/70,3,10,1,10
25021970,2/25/70,3,10,2,5
26021970,2/26/70,3,7,0,2
27021970,2/27/70,3,11,1,12
28021970,2/28/70,3,10,1,10
2031970,3/2/70,3,11,2,5
3031970,3/3/70,3,11,2,9
4031970,3/4/70,3,8,0,14
5031970,3/5/70,3,9,0,10
6031970,3/6/70,3,9,0,8
7031970,3/7/70,3,11,1,1
9031970,3/9/70,3,11,1,7
10031970,3/10/70,3,12,2,15
11031970,3/11/70,3,10,0,8
12031970,3/12/70,3,10,0,8
13031970,3/13/70,3,13,1,14
14031970,3/14/70,3,8,1,11
16031970,3/16/70,3,11,0,9
17031970,3/17/70,3,11,1,9
18031970,3/18/70,3,12,1,10
19031970,3/19/70,3,11,1,11
20031970,3/20/70,3,10,1,9
21031970,3/21/70,3,12,2,10
23031970,3/23/70,3,11,1,11
24031970,3/24/70,3,9,1,8
25031970,3/25/70,3,12,1,13
26031970,3/26/70,3,10,1,5
27031970,3/27/70,3,9,2,13
28031970,3/28/70,3,16,0,12
30031970,3/30/70,3,14,3,10
31031970,3/31/70,3,11,0,8
1041970,4/1/70,3,15,3,15
2041970,4/2/70,3,12,1,14
3041970,4/3/70,3,12,1,8
4041970,4/4/70,3,8,0,8
6041970,4/6/70,3,12,3,11
7041970,4/7/70,3,11,1,7
8041970,4/8/70,3,12,2,9
9041970,4/9/70,3,6,0,6
10041970,4/10/70,3,14,3,12
11041970,4/11/70,3,8,0,11
13041970,4/13/70,3,9,2,9
14041970,4/14/70,3,15,2,11
15041970,4/15/70,3,20,3,17
16041970,4/16/70,3,10,2,7
17041970,4/17/70,3,12,2,14
18041970,4/18/70,3,7,0,7
20041970,4/20/70,3,12,2,11
21041970,4/21/70,3,10,1,4
22041970,4/22/70,3,12,0,7
23041970,4/23/70,3,12,1,9
24041970,4/24/70,3,13,2,19
25041970,4/25/70,3,9,1,7
27041970,4/27/70,3,14,3,10
28041970,4/28/70,3,9,1,5
29041970,4/29/70,3,12,1,13
30041970,4/30/70,3,14,3,14
1051970,5/1/70,3,10,2,9
2051970,5/2/70,3,12,1,8
4051970,5/4/70,3,11,2,7
5051970,5/5/70,3,11,3,5
6051970,5/6/70,3,13,3,12
7051970,5/7/70,3,17,1,14
8051970,5/8/70,3,12,1,13
9051970,5/9/70,3,9,2,7
11051970,5/11/70,3,10,2,12
12051970,5/12/70,3,11,2,9
13051970,5/13/70,3,12,2,8
14051970,5/14/70,3,14,3,12
15051970,5/15/70,3,9,1,5
16051970,5/16/70,3,12,2,12
18051970,5/18/70,3,11,1,8
19051970,5/19/70,3,12,3,10
20051970,5/20/70,3,11,2,9
21051970,5/21/70,3,11,1,8
22051970,5/22/70,3,11,2,7
23051970,5/23/70,3,8,0,5
25051970,5/25/70,3,12,3,5
26051970,5/26/70,3,14,1,10
27051970,5/27/70,3,10,1,8
28051970,5/28/70,3,13,2,7
29051970,5/29/70,3,13,2,8
30051970,5/30/70,3,8,1,7
31051970,5/31/70,3,5,0,14
1061970,6/1/70,3,9,1,6
2061970,6/2/70,3,10,1,4
3061970,6/3/70,3,17,3,12
4061970,6/4/70,3,15,3,11
5061970,6/5/70,3,9,1,13
6061970,6/6/70,3,19,4,12
8061970,6/8/70,3,10,2,6
9061970,6/9/70,3,14,1,11
10061970,6/10/70,3,14,3,12
11061970,6/11/70,3,15,1,14
12061970,6/12/70,3,15,2,23
13061970,6/13/70,3,13,1,5
15061970,6/15/70,3,14,3,6
16061970,6/16/70,3,7,1,3
17061970,6/17/70,3,14,2,12
18061970,6/18/70,3,12,1,15
19061970,6/19/70,3,13,2,9
20061970,6/20/70,3,12,3,15
22061970,6/22/70,3,11,2,13
23061970,6/23/70,3,11,2,10
24061970,6/24/70,3,11,3,8
25061970,6/25/70,3,13,2,10
26061970,6/26/70,3,11,2,6
27061970,6/27/70,3,14,3,14
28061970,6/28/70,3,5,0,4
29061970,6/29/70,3,11,1,8
30061970,6/30/70,3,9,1,9
1071970,7/1/70,3,13,1,14
2071970,7/2/70,3,14,2,11
3071970,7/3/70,3,12,1,19
4071970,7/4/70,3,12,1,10
5071970,7/5/70,3,5,0,4
6071970,7/6/70,3,13,1,10
7071970,7/7/70,3,9,1,5
8071970,7/8/70,3,9,1,10
9071970,7/9/70,3,12,1,15
10071970,7/10/70,3,13,1,12
11071970,7/11/70,3,17,1,11
13071970,7/13/70,3,13,1,12
14071970,7/14/70,3,8,1,4
15071970,7/15/70,3,13,1,14
16071970,7/16/70,3,12,1,9
17071970,7/17/70,3,12,2,9
18071970,7/18/70,3,14,2,11
20071970,7/20/70,3,8,2,13
21071970,7/21/70,3,11,2,11
22071970,7/22/70,3,10,2,12
23071970,7/23/70,3,12,1,11
24071970,7/24/70,3,11,1,12
25071970,7/25/70,3,9,1,8
26071970,7/26/70,3,4,0,2
27071970,7/27/70,3,12,2,12
28071970,7/28/70,3,13,2,11
29071970,7/29/70,3,12,1,13
30071970,7/30/70,3,12,1,9
31071970,7/31/70,3,14,1,13
1081970,8/1/70,3,11,1,9
2081970,8/2/70,3,3,2,14
3081970,8/3/70,3,14,0,11
4081970,8/4/70,3,13,1,10
5081970,8/5/70,3,15,1,12
6081970,8/6/70,3,9,2,4
7081970,8/7/70,3,12,1,10
8081970,8/8/70,3,11,2,8
10081970,8/10/70,3,10,1,5
11081970,8/11/70,3,11,1,4
12081970,8/12/70,3,13,1,10
13081970,8/13/70,3,9,2,7
14081970,8/14/70,3,14,2,8
15081970,8/15/70,3,13,3,7
17081970,8/17/70,3,16,2,13
18081970,8/18/70,3,9,1,4
19081970,8/19/70,3,9,1,5
20081970,8/20/70,3,10,3,7
21081970,8/21/70,3,8,1,6
22081970,8/22/70,3,8,1,6
23081970,8/23/70,3,10,0,10
24081970,8/24/70,3,7,1,3
25081970,8/25/70,3,10,1,2
26081970,8/26/70,3,10,1,6
27081970,8/27/70,3,9,2,4
28081970,8/28/70,3,12,1,13
29081970,8/29/70,3,12,1,10
30081970,8/30/70,3,7,0,13
31081970,8/31/70,3,11,1,10
1091970,9/1/70,3,8,1,2
2091970,9/2/70,3,9,1,14
3091970,9/3/70,3,12,3,8
4091970,9/4/70,3,10,0,8
5091970,9/5/70,3,12,0,10
6091970,9/6/70,3,19,0,31
7091970,9/7/70,3,9,0,8
8091970,9/8/70,3,10,1,9
9091970,9/9/70,3,9,1,7
10091970,9/10/70,3,14,1,12
11091970,9/11/70,3,14,1,21
12091970,9/12/70,3,16,1,15
14091970,9/14/70,3,11,1,9
15091970,9/15/70,3,11,2,8
16091970,9/16/70,3,11,1,6
17091970,9/17/70,3,8,1,5
18091970,9/18/70,3,13,2,13
19091970,9/19/70,3,12,3,11
21091970,9/21/70,3,11,2,8
22091970,9/22/70,3,15,4,16
23091970,9/23/70,3,16,3,23
24091970,9/24/70,3,14,2,24
25091970,9/25/70,3,13,1,18
26091970,9/26/70,3,16,3,16
27091970,9/27/70,3,4,0,4
28091970,9/28/70,3,7,0,5
29091970,9/29/70,3,8,0,7
30091970,9/30/70,3,7,0,1
1101970,10/1/70,3,6,0,5
2101970,10/2/70,3,9,0,5
3101970,10/3/70,3,6,0,5
4101970,10/4/70,3,6,0,3
5101970,10/5/70,3,7,0,1
6101970,10/6/70,3,11,1,15
7101970,10/7/70,3,12,2,9
8101970,10/8/70,3,10,0,6
9101970,10/9/70,3,9,1,6
10101970,10/10/70,3,8,0,7
11101970,10/11/70,3,6,0,4
12101970,10/12/70,3,9,2,4
13101970,10/13/70,3,7,1,6
14101970,10/14/70,3,9,0,9
15101970,10/15/70,3,8,1,10
16101970,10/16/70,3,11,1,14
17101970,10/17/70,3,7,0,9
19101970,10/19/70,3,10,1,27
20101970,10/20/70,3,8,1,10
21101970,10/21/70,3,9,1,8
22101970,10/22/70,3,10,1,14
23101970,10/23/70,3,16,0,11
24101970,10/24/70,3,9,1,12
26101970,10/26/70,3,8,1,3
27101970,10/27/70,3,14,1,7
28101970,10/28/70,3,8,0,10
29101970,10/29/70,3,7,0,10
30101970,10/30/70,3,10,0,22
31101970,10/31/70,3,10,0,15
1111970,11/1/70,3,6,0,4
2111970,11/2/70,3,9,1,9
3111970,11/3/70,3,11,2,9
4111970,11/4/70,3,11,1,11
5111970,11/5/70,3,9,1,17
6111970,11/6/70,3,10,0,6
7111970,11/7/70,3,12,1,13
8111970,11/8/70,3,5,0,2
9111970,11/9/70,3,7,1,1
10111970,11/10/70,3,10,1,3
11111970,11/11/70,3,13,1,10
12111970,11/12/70,3,8,2,3
13111970,11/13/70,3,12,1,8
14111970,11/14/70,3,8,1,6
16111970,11/16/70,3,8,1,5
17111970,11/17/70,3,10,1,5
18111970,11/18/70,3,12,1,14
19111970,11/19/70,3,12,0,14
20111970,11/20/70,3,14,2,13
21111970,11/21/70,3,12,0,17
23111970,11/23/70,3,13,2,12
24111970,11/24/70,3,11,3,7
25111970,11/25/70,3,13,1,12
26111970,11/26/70,3,11,1,10
27111970,11/27/70,3,8,1,4
28111970,11/28/70,3,8,0,2
30111970,11/30/70,3,10,3,11
1121970,12/1/70,3,11,1,5
2121970,12/2/70,3,14,0,10
3121970,12/3/70,3,11,2,5
4121970,12/4/70,3,16,2,12
5121970,12/5/70,3,14,1,4
7121970,12/7/70,3,8,1,4
8121970,12/8/70,3,10,1,5
9121970,12/9/70,3,13,0,9
10121970,12/10/70,3,11,2,8
11121970,12/11/70,3,11,1,8
12121970,12/12/70,3,10,2,3
14121970,12/14/70,3,9,2,4
15121970,12/15/70,3,11,2,7
16121970,12/16/70,3,13,1,9
17121970,12/17/70,3,14,3,10
18121970,12/18/70,3,13,2,8
19121970,12/19/70,3,12,2,1
21121970,12/21/70,3,12,1,10
22121970,12/22/70,3,6,0,4
23121970,12/23/70,3,13,1,8
24121970,12/24/70,3,10,2,5
26121970,12/26/70,3,8,2,6
28121970,12/28/70,3,9,3,3
29121970,12/29/70,3,9,2,5
30121970,12/30/70,3,15,2,9
31121970,12/31/70,3,9,0,10
1011971,1/1/71,3,10,1,9
2011971,1/2/71,3,8,1,3
4011971,1/4/71,3,10,0,8
5011971,1/5/71,3,7,1,8
6011971,1/6/71,3,11,1,16
7011971,1/7/71,3,11,2,7
8011971,1/8/71,3,12,1,9
9011971,1/9/71,3,10,1,6
10011971,1/10/71,3,4,0,2
